id,liveness,loudness,analysis_url,valence,mode,speechiness,tempo,key,type,acousticness,time_signature,uri,energy,track_href,duration_ms,danceability,instrumentalness
2IZZqH4K02UIYg5EohpNHF,0.366,-8.957,https://api.spotify.com/v1/audio-analysis/2IZZqH4K02UIYg5EohpNHF,0.304,1,0.0339,166.973,7,audio_features,0.0154,4,spotify:track:2IZZqH4K02UIYg5EohpNHF,0.635,https://api.spotify.com/v1/tracks/2IZZqH4K02UIYg5EohpNHF,306427,0.307,0.00483
0gcjc7Vt5xtcfmJgf6g2IO,0.0811,-10.665,https://api.spotify.com/v1/audio-analysis/0gcjc7Vt5xtcfmJgf6g2IO,0.418,1,0.0251,173.885,7,audio_features,0.161,4,spotify:track:0gcjc7Vt5xtcfmJgf6g2IO,0.448,https://api.spotify.com/v1/tracks/0gcjc7Vt5xtcfmJgf6g2IO,256827,0.456,1.19e-06
74iZuPGwyL33VlTr6jTnab,0.764,-5.972,https://api.spotify.com/v1/audio-analysis/74iZuPGwyL33VlTr6jTnab,0.296,1,0.0409,129.976,0,audio_features,0.299,4,spotify:track:74iZuPGwyL33VlTr6jTnab,0.502,https://api.spotify.com/v1/tracks/74iZuPGwyL33VlTr6jTnab,210200,0.553,0.0
6pRPoKyrZ2VNlgpvU6wwNB,0.116,-4.717,https://api.spotify.com/v1/audio-analysis/6pRPoKyrZ2VNlgpvU6wwNB,0.131,0,0.0447,149.459,6,audio_features,0.00496,3,spotify:track:6pRPoKyrZ2VNlgpvU6wwNB,0.809,https://api.spotify.com/v1/tracks/6pRPoKyrZ2VNlgpvU6wwNB,478133,0.279,0.0126
09xV4FPRTUpAqxPvSlmiLF,0.142,-4.874,https://api.spotify.com/v1/audio-analysis/09xV4FPRTUpAqxPvSlmiLF,0.367,1,0.0412,156.997,7,audio_features,0.0241,4,spotify:track:09xV4FPRTUpAqxPvSlmiLF,0.746,https://api.spotify.com/v1/tracks/09xV4FPRTUpAqxPvSlmiLF,340067,0.413,7.21e-06
6KjqfAk6vLV5V8eOPz8EhH,0.0817,-15.476,https://api.spotify.com/v1/audio-analysis/6KjqfAk6vLV5V8eOPz8EhH,0.507,1,0.0533,175.257,2,audio_features,0.902,4,spotify:track:6KjqfAk6vLV5V8eOPz8EhH,0.166,https://api.spotify.com/v1/tracks/6KjqfAk6vLV5V8eOPz8EhH,167080,0.395,1.47e-06
4fxF8ljwryMZX5c9EKrLFE,0.316,-16.183,https://api.spotify.com/v1/audio-analysis/4fxF8ljwryMZX5c9EKrLFE,0.78,1,0.36,158.323,2,audio_features,0.242,4,spotify:track:4fxF8ljwryMZX5c9EKrLFE,0.538,https://api.spotify.com/v1/tracks/4fxF8ljwryMZX5c9EKrLFE,249933,0.866,1.67e-05
0COqiPhxzoWICwFCS4eZcp,0.242,-3.188,https://api.spotify.com/v1/audio-analysis/0COqiPhxzoWICwFCS4eZcp,0.296,0,0.0698,94.612,4,audio_features,0.00721,4,spotify:track:0COqiPhxzoWICwFCS4eZcp,0.943,https://api.spotify.com/v1/tracks/0COqiPhxzoWICwFCS4eZcp,235893,0.331,2.06e-06
44AyOl4qVkzS48vBsbNXaC,0.105,-14.062,https://api.spotify.com/v1/audio-analysis/44AyOl4qVkzS48vBsbNXaC,0.343,1,0.0275,100.307,2,audio_features,0.941,3,spotify:track:44AyOl4qVkzS48vBsbNXaC,0.293,https://api.spotify.com/v1/tracks/44AyOl4qVkzS48vBsbNXaC,182360,0.396,0.000196
2DtPEKs3Pj7E06EoWW4vw8,0.0973,-4.593,https://api.spotify.com/v1/audio-analysis/2DtPEKs3Pj7E06EoWW4vw8,0.124,0,0.0239,91.018,5,audio_features,0.225,4,spotify:track:2DtPEKs3Pj7E06EoWW4vw8,0.59,https://api.spotify.com/v1/tracks/2DtPEKs3Pj7E06EoWW4vw8,262947,0.492,2.79e-05
